PlayerID,TotalBet,TotalWin
84363,3,0
84363,3,0
84363,3,2.4
84363,3,0
84363,3,0
84363,3,36
84363,3,4.5
84363,3,6
84363,3,0
84363,3,0.6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0.6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,24
84363,3,0
84363,3,0
84363,3,27
84363,3,0
84363,3,0
84363,3,0
84363,3,48
84363,3,12
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,9
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,1.2
84363,3,0
84363,3,0
84363,3,0
84363,3,0.6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,36
84363,3,0
84363,3,0
84363,3,0
84363,3,0.6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0.6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,3.6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,9
84363,3,36
84363,3,0.6
84363,3,0
84363,3,3.6
84363,3,0
84363,3,3.9
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,1.8
84363,3,0
84363,3,2.4
84363,3,0
84363,3,0
84363,3,3.6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,1.2
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,3
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,7.2
84363,3,0
84363,3,0
84363,3,1.8
84363,3,0
84363,3,0
84363,3,0
84363,3,12
84363,3,0
84363,3,0
84363,3,3.6
84363,3,0
84363,3,10.8
84363,3,0
84363,3,2.4
84363,3,0.6
84363,3,0
84363,3,48
84363,3,9.6
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,0
84363,3,1.5
84363,3,9
84363,3,0
84363,3,0
84363,3,7.5
